feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
gross_margin,fundamental,,,0,FAIL,family_not_in_horizon
has_recent_8k_5d,sec_filing,-0.008043,-3.219106,8,FAIL,
high_52w_ratio,technical,-0.020607,-2.305046,7,PASS,
high_vix_x_beta,composite,0.034169,1.965128,6,FAIL,
idio_vol,technical,0.040279,4.784284,9,PASS,
insider_abnormal_buy_90d,insider,-0.006366,-1.585176,5,FAIL,
insider_buy_intensity_20d,insider,-0.011833,-5.251616,8,FAIL,
insider_buy_value,insider,-0.01702,-6.265219,7,PASS,
insider_cluster_buy,insider,-0.01403,-6.19143,9,FAIL,
insider_cluster_buy_30d_w,insider,-0.016792,-7.336914,9,PASS,
insider_net_buy_ratio,insider,-0.009251,-2.947728,6,FAIL,
insider_net_intensity_60d,insider,0.012926,4.311501,8,FAIL,
insider_role_skew_30d,insider,0.018431,6.755317,9,PASS,
intraday_ret,intraday,0.001446,0.204469,6,FAIL,
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,-0.007577,-1.266752,6,FAIL,
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,0.002695,0.632211,5,FAIL,
liquidity_momentum,composite,-0.02288,-3.300207,7,PASS,
low_52w_ratio,technical,0.024,3.428018,8,PASS,
macd_histogram,technical,-0.01497,-2.720025,8,FAIL,
macd_signal,technical,-0.020106,-3.03991,8,PASS,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.002212,0.466587,4,FAIL,
market_ret_20d,macro,,,0,FAIL,family_not_in_horizon
mean_reversion_combo,composite,-0.011542,-2.075922,7,FAIL,
mom_vol_adj_20d,composite,-0.020008,-3.064053,8,PASS,
mom_vol_adj_60d,composite,-0.010652,-1.461096,8,FAIL,
momentum_rank_20d,technical,-0.022352,-3.169094,7,PASS,
momentum_rank_60d,technical,-0.007945,-1.044277,8,FAIL,
narrow_leadership_score,composite,0.005682,0.755198,6,FAIL,
net_grade_change_20d,analyst_proxy,-0.007343,-2.528366,8,FAIL,
net_grade_change_5d,analyst_proxy,-0.004579,-1.795088,10,FAIL,
net_grade_change_60d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
obv_slope,technical,-0.015033,-3.130261,8,PASS,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,0.012431,1.841045,7,FAIL,
operating_margin,fundamental,,,0,FAIL,family_not_in_horizon
overnight_gap,daily,0.002196,0.316229,7,FAIL,
overnight_ret,intraday,0.022563,6.879665,9,PASS,
pb_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pe_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pead_setup,earnings,-0.002184,-0.538957,6,FAIL,
profitability_combo,composite,0.00968,1.966592,6,FAIL,
ps_ratio,fundamental,,,0,FAIL,family_not_in_horizon
quality_value_roa_pe,composite,0.000273,0.038908,7,FAIL,
quality_value_roe_pb,composite,-0.017629,-2.638304,8,PASS,
realized_vol_1d,intraday,0.035516,3.625281,7,PASS,
recent_8k_count_20d,sec_filing,-0.009793,-3.67128,8,FAIL,
recent_8k_count_5d,sec_filing,-0.008056,-3.197375,8,FAIL,
recent_8k_count_60d,sec_filing,-0.013994,-4.603542,7,FAIL,
residual_momentum,technical,-0.014334,-2.00685,9,FAIL,
residual_ret_10d,technical,-0.010506,-1.516997,8,FAIL,
residual_ret_5d,technical,-0.0081,-1.136245,7,FAIL,
ret_10d,technical,-0.015677,-2.30702,8,PASS,
ret_20d,technical,-0.022352,-3.169094,7,PASS,
ret_5d,technical,-0.012098,-1.700258,8,FAIL,
ret_60d,technical,-0.007945,-1.044277,8,FAIL,
ret_vol_interaction_20d,composite,-0.02288,-3.300207,7,PASS,
ret_vol_interaction_60d,composite,-0.008257,-1.091126,9,FAIL,
return_dispersion_20d,composite,-0.022818,-3.08442,7,PASS,
revenue_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
revenue_revision_pct,analyst,-0.538592,-2.4908,1,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,,,0,FAIL,family_not_in_horizon
roe,fundamental,,,0,FAIL,family_not_in_horizon
rsi_14,technical,-0.018954,-2.898278,8,PASS,
rsi_28,technical,-0.017505,-2.451478,8,PASS,
sector_pressure,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_rel_ret_5d,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_volume_surge,sector_rotation,,,0,FAIL,family_not_in_horizon
short_interest_abnormal_1y,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,-0.001475,-0.39869,5,FAIL,
short_sale_ratio_1d,shorting,,,0,FAIL,
short_sale_ratio_5d,shorting,-0.014861,-3.054379,6,FAIL,
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.016589,-2.674396,9,PASS,
stoch_k,technical,-0.013333,-2.229391,8,FAIL,
stock_beta_252,technical,0.038833,3.185898,7,PASS,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,0.003963,1.536466,5,FAIL,
surprise_vs_history,earnings,0.001051,0.377667,8,FAIL,
target_dispersion_proxy,analyst_proxy,-0.010216,-0.670468,3,FAIL,
target_price_drift,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,0.002079,0.573589,6,FAIL,
trend_confirmation,composite,-0.017113,-3.02488,8,PASS,
turnover_rate,technical,0.008736,1.472723,3,FAIL,
upgrade_count,analyst_proxy,-0.004612,-1.671036,4,FAIL,
valuation_spread_pb_pe,composite,0.000996,0.177336,6,FAIL,
value_mom_pb,composite,-0.018803,-2.85397,8,PASS,
value_mom_pe,composite,-0.000459,-0.065588,4,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.043106,4.944918,9,PASS,
vol_60d,technical,0.048647,5.160298,8,PASS,
vol_change,technical,0.001548,0.354275,6,FAIL,
vol_rank,technical,0.043106,4.944918,9,PASS,
vol_scaled_reversal_5d,technical,0.010998,1.738125,8,FAIL,
volume_curve_surprise,intraday,0.001763,0.508622,5,FAIL,
volume_ratio_20d,technical,-0.000846,-0.246819,5,FAIL,
volume_ratio_5d,technical,-0.005959,-1.820996,8,FAIL,
volume_surge,daily,-0.003223,-0.957885,5,FAIL,
vwap_deviation,technical,-0.003968,-0.68072,5,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
