feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_1d,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_5d,shorting,,,0,FAIL,family_not_in_horizon
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.019151,-2.661892,9,PASS,
stoch_k,technical,-0.020142,-2.811267,8,PASS,
stock_beta_252,technical,0.027808,2.179535,7,PASS,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,,,0,FAIL,family_not_in_horizon
surprise_vs_history,earnings,,,0,FAIL,family_not_in_horizon
target_dispersion_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
target_price_drift,analyst_proxy,,,0,FAIL,family_not_in_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,-0.00367,-0.834679,6,FAIL,
trend_confirmation,composite,-0.019229,-2.815203,7,PASS,
turnover_rate,technical,0.007885,1.236394,7,FAIL,
upgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
valuation_spread_pb_pe,composite,0.001761,0.333311,7,FAIL,
value_mom_pb,composite,-0.00981,-1.462418,7,FAIL,
value_mom_pe,composite,-0.000328,-0.049435,4,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.022538,2.29252,5,FAIL,
vol_60d,technical,0.024568,2.348022,7,PASS,
vol_change,technical,-0.000183,-0.038816,5,FAIL,
vol_rank,technical,0.022538,2.29252,5,FAIL,
vol_scaled_reversal_5d,technical,0.020627,2.732785,9,PASS,
volume_curve_surprise,intraday,-0.0053,-1.25537,6,FAIL,
volume_ratio_20d,technical,-0.002566,-0.734724,6,FAIL,
volume_ratio_5d,technical,-0.006715,-2.02184,7,FAIL,
volume_surge,daily,-0.005129,-1.448082,6,FAIL,
vwap_deviation,technical,-0.017612,-2.650684,7,PASS,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
