feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_1d,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_5d,shorting,,,0,FAIL,family_not_in_horizon
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.013597,-2.006793,8,FAIL,
stoch_k,technical,-0.012993,-2.033646,8,FAIL,
stock_beta_252,technical,0.017217,1.360256,7,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,0.002166,0.863338,7,FAIL,
surprise_vs_history,earnings,-0.000748,-0.268429,5,FAIL,
target_dispersion_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
target_price_drift,analyst_proxy,,,0,FAIL,family_not_in_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,0.001228,0.290579,6,FAIL,
trend_confirmation,composite,-0.017804,-2.741308,8,PASS,
turnover_rate,technical,0.007132,1.227112,6,FAIL,
upgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
valuation_spread_pb_pe,composite,0.000857,0.163299,6,FAIL,
value_mom_pb,composite,-0.007439,-1.184718,5,FAIL,
value_mom_pe,composite,0.000337,0.051669,7,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.022751,2.48102,9,PASS,
vol_60d,technical,0.024077,2.437349,9,PASS,
vol_change,technical,0.001767,0.414409,6,FAIL,
vol_rank,technical,0.022751,2.48102,9,PASS,
vol_scaled_reversal_5d,technical,0.01069,1.560112,6,FAIL,
volume_curve_surprise,intraday,-0.000427,-0.107829,7,FAIL,
volume_ratio_20d,technical,-0.001213,-0.36797,5,FAIL,
volume_ratio_5d,technical,-0.002891,-0.886045,7,FAIL,
volume_surge,daily,-0.001042,-0.298484,6,FAIL,
vwap_deviation,technical,-0.010657,-1.788788,9,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
