feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
insider_abnormal_buy_90d,insider,0.00296,0.436752,2,FAIL,
insider_buy_intensity_20d,insider,-0.014762,-3.795113,4,FAIL,
insider_buy_value,insider,-0.014858,-3.030508,4,FAIL,
insider_cluster_buy,insider,-0.025331,-6.119323,4,FAIL,
insider_cluster_buy_30d_w,insider,-0.02357,-5.819637,4,FAIL,
insider_net_buy_ratio,insider,-0.004482,-1.111948,3,FAIL,
insider_net_intensity_60d,insider,0.025755,5.18015,4,FAIL,
insider_role_skew_30d,insider,0.029053,6.597846,5,FAIL,
intraday_ret,intraday,,,0,FAIL,family_not_in_horizon
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,0.023975,3.234133,2,FAIL,
liquidity_momentum,composite,-0.007652,-0.604554,3,FAIL,
low_52w_ratio,technical,0.054004,4.582658,4,FAIL,
macd_histogram,technical,-0.009745,-0.97621,4,FAIL,
macd_signal,technical,-0.011384,-1.15666,3,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,-0.015566,-1.42634,3,FAIL,
market_ret_20d,macro,,,0,FAIL,
mean_reversion_combo,composite,-0.006518,-0.626345,2,FAIL,
mom_vol_adj_20d,composite,-0.008909,-0.781858,3,FAIL,
mom_vol_adj_60d,composite,-0.008192,-0.698156,2,FAIL,
momentum_rank_20d,technical,-0.007403,-0.565676,3,FAIL,
momentum_rank_60d,technical,-0.004573,-0.353949,3,FAIL,
narrow_leadership_score,composite,-0.021553,-1.565646,3,FAIL,
net_grade_change_20d,analyst_proxy,-0.013922,-3.172243,4,FAIL,
net_grade_change_5d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
net_grade_change_60d,analyst_proxy,-0.006919,-1.203501,2,FAIL,
obv_slope,technical,-0.009789,-1.147028,3,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
operating_margin,fundamental,-0.027708,-2.557234,2,FAIL,
overnight_gap,daily,0.005775,0.503139,4,FAIL,
overnight_ret,intraday,,,0,FAIL,family_not_in_horizon
pb_ratio,fundamental,0.022087,1.616395,3,FAIL,
pe_ratio,fundamental,-0.003913,-0.27481,3,FAIL,
pead_setup,earnings,0.003363,0.438526,4,FAIL,
profitability_combo,composite,-0.002661,-0.25255,2,FAIL,
ps_ratio,fundamental,-0.011359,-0.70979,3,FAIL,
quality_value_roa_pe,composite,0.004789,0.34151,3,FAIL,
quality_value_roe_pb,composite,-0.02069,-1.52383,3,FAIL,
realized_vol_1d,intraday,,,0,FAIL,family_not_in_horizon
recent_8k_count_20d,sec_filing,-0.009345,-2.249801,3,FAIL,
recent_8k_count_5d,sec_filing,-0.006639,-1.750401,4,FAIL,
recent_8k_count_60d,sec_filing,-0.014709,-3.232325,4,FAIL,
residual_momentum,technical,0.002,0.170171,3,FAIL,
residual_ret_10d,technical,-0.009584,-0.719189,3,FAIL,
residual_ret_5d,technical,-0.010297,-0.823791,3,FAIL,
ret_10d,technical,-0.007759,-0.586531,3,FAIL,
ret_20d,technical,-0.007403,-0.565676,3,FAIL,
ret_5d,technical,-0.01032,-0.812988,3,FAIL,
ret_60d,technical,-0.004573,-0.353949,3,FAIL,
ret_vol_interaction_20d,composite,-0.007652,-0.604554,3,FAIL,
ret_vol_interaction_60d,composite,-0.001851,-0.145025,3,FAIL,
return_dispersion_20d,composite,-0.009178,-0.662282,3,FAIL,
revenue_growth_yoy,fundamental,0.025741,1.971968,3,FAIL,
revenue_revision_pct,analyst,,,0,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,0.005318,0.395399,3,FAIL,
roe,fundamental,-0.003161,-0.322076,2,FAIL,
rsi_14,technical,-0.017779,-1.487878,4,FAIL,
rsi_28,technical,-0.020945,-1.678403,4,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,
sector_rel_ret_5d,sector_rotation,,,0,FAIL,
sector_volume_surge,sector_rotation,,,0,FAIL,
short_interest_abnormal_1y,short_interest,-0.008553,-1.717645,2,FAIL,
short_interest_change,short_interest,-0.000629,-0.128551,2,FAIL,
short_interest_change_20d,short_interest,-0.000629,-0.128551,2,FAIL,
short_interest_ratio,short_interest,-0.014699,-2.727761,3,FAIL,
short_interest_sector_rel,short_interest,-0.008518,-1.734391,3,FAIL,
short_sale_accel,shorting,-0.008419,-1.120393,2,FAIL,
short_sale_ratio_1d,shorting,,,0,FAIL,feature_not_applicable_to_horizon
short_sale_ratio_5d,shorting,-0.007752,-0.934855,2,FAIL,
short_squeeze_setup,short_interest,0.001449,0.265842,3,FAIL,
sp500_breadth,macro,,,0,FAIL,
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.016306,-1.429541,4,FAIL,
stoch_k,technical,-0.014816,-1.337147,5,FAIL,
stock_beta_252,technical,0.077917,4.072745,4,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,
surprise_flip_qoq,earnings,0.007603,2.07705,4,FAIL,
surprise_vs_history,earnings,0.007572,1.900359,3,FAIL,
target_dispersion_proxy,analyst_proxy,-0.091582,-2.101956,1,FAIL,
target_price_drift,analyst_proxy,0.358233,2.711574,1,FAIL,
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,,,0,FAIL,family_not_in_horizon
trend_confirmation,composite,-0.012335,-1.200369,4,FAIL,
turnover_rate,technical,0.045625,4.045384,2,FAIL,
upgrade_count,analyst_proxy,-0.005296,-1.184023,3,FAIL,
valuation_spread_pb_pe,composite,0.010331,0.921632,3,FAIL,
value_mom_pb,composite,-0.022836,-1.648225,3,FAIL,
value_mom_pe,composite,0.005572,0.398058,3,FAIL,
vix,macro,,,0,FAIL,
vix_change_5d,macro,,,0,FAIL,
vix_rank,macro,,,0,FAIL,
vol_20d,technical,0.091613,5.637651,4,FAIL,
vol_60d,technical,0.110406,6.406366,4,FAIL,
vol_change,technical,-0.002874,-0.416839,2,FAIL,
vol_rank,technical,0.091613,5.637651,4,FAIL,
vol_scaled_reversal_5d,technical,0.011362,1.025061,3,FAIL,
volume_curve_surprise,intraday,,,0,FAIL,family_not_in_horizon
volume_ratio_20d,technical,0.017562,3.244549,5,FAIL,
volume_ratio_5d,technical,-0.001396,-0.24246,3,FAIL,
volume_surge,daily,-0.004579,-0.762035,3,FAIL,
vwap_deviation,technical,-0.012611,-1.23269,4,FAIL,
yield_10y,macro,,,0,FAIL,
yield_spread_10y2y,macro,,,0,FAIL,
