feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
earnings_surprise_avg_4q,earnings,0.020986,3.663521,4,FAIL,
earnings_surprise_latest,earnings,0.020754,3.852922,4,FAIL,
earnings_surprise_recency,earnings,0.017648,3.256103,4,FAIL,
earnings_surprise_recency_20d,earnings,0.016414,3.018266,4,FAIL,
eps_revision_direction,analyst,,,0,FAIL,
eps_surprise,fundamental,,,0,FAIL,family_not_in_horizon
ev_ebitda,fundamental,,,0,FAIL,family_not_in_horizon
fcf_mom_20d,composite,-0.016715,-1.745788,4,FAIL,
fcf_yield,fundamental,,,0,FAIL,family_not_in_horizon
ffr,macro,,,0,FAIL,family_not_in_horizon
filing_burst_20d,sec_filing,-0.006939,-1.604003,4,FAIL,
financial_health_trend,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
gap_pct,intraday,0.024703,4.097989,3,FAIL,
gk_vol,technical,0.063999,3.847188,4,FAIL,
gross_margin,fundamental,,,0,FAIL,family_not_in_horizon
has_recent_8k_5d,sec_filing,-0.007731,-1.844834,4,FAIL,
high_52w_ratio,technical,-0.040441,-2.232291,5,FAIL,
high_vix_x_beta,composite,0.076526,2.557781,3,FAIL,
idio_vol,technical,0.070902,4.556345,5,FAIL,
insider_abnormal_buy_90d,insider,0.007595,1.083676,3,FAIL,
insider_buy_intensity_20d,insider,-0.017206,-4.276875,4,FAIL,
insider_buy_value,insider,-0.007701,-1.529498,4,FAIL,
insider_cluster_buy,insider,-0.011619,-2.706807,4,FAIL,
insider_cluster_buy_30d_w,insider,-0.020331,-4.794515,5,FAIL,
insider_net_buy_ratio,insider,-0.000966,-0.2184,3,FAIL,
insider_net_intensity_60d,insider,0.015462,2.57611,4,FAIL,
insider_role_skew_30d,insider,0.023284,4.71637,5,FAIL,
intraday_ret,intraday,0.002578,0.182637,2,FAIL,
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,-0.018863,-1.69898,4,FAIL,
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,0.017334,2.062259,3,FAIL,
liquidity_momentum,composite,-0.027198,-1.988581,4,FAIL,
low_52w_ratio,technical,0.026133,2.046669,4,FAIL,
macd_histogram,technical,-0.00856,-0.78859,3,FAIL,
macd_signal,technical,-0.028646,-2.344002,4,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,-0.007963,-0.821152,3,FAIL,
market_ret_20d,macro,,,0,FAIL,family_not_in_horizon
mean_reversion_combo,composite,-0.008339,-0.78062,2,FAIL,
mom_vol_adj_20d,composite,-0.025373,-2.027842,4,FAIL,
mom_vol_adj_60d,composite,-0.008617,-0.579471,3,FAIL,
momentum_rank_20d,technical,-0.026615,-1.911332,4,FAIL,
momentum_rank_60d,technical,-0.009127,-0.58053,3,FAIL,
narrow_leadership_score,composite,-0.00147,-0.09862,3,FAIL,
net_grade_change_20d,analyst_proxy,-0.007893,-1.748604,3,FAIL,
net_grade_change_5d,analyst_proxy,-0.009172,-2.357772,5,FAIL,
net_grade_change_60d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
obv_slope,technical,-0.014977,-1.543702,4,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,0.02885,2.135705,4,FAIL,
operating_margin,fundamental,,,0,FAIL,family_not_in_horizon
overnight_gap,daily,0.004381,0.320752,3,FAIL,
overnight_ret,intraday,0.024703,4.097989,3,FAIL,
pb_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pe_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pead_setup,earnings,0.005242,0.658042,3,FAIL,
profitability_combo,composite,0.002294,0.207258,3,FAIL,
ps_ratio,fundamental,,,0,FAIL,family_not_in_horizon
quality_value_roa_pe,composite,-0.000296,-0.018888,2,FAIL,
quality_value_roe_pb,composite,-0.0145,-0.941976,3,FAIL,
realized_vol_1d,intraday,0.058433,2.900138,3,FAIL,
recent_8k_count_20d,sec_filing,-0.008112,-1.814608,4,FAIL,
recent_8k_count_5d,sec_filing,-0.008066,-1.880458,4,FAIL,
recent_8k_count_60d,sec_filing,-0.017603,-3.174927,4,FAIL,
residual_momentum,technical,-0.004748,-0.35206,3,FAIL,
residual_ret_10d,technical,-0.013256,-0.963483,2,FAIL,
residual_ret_5d,technical,-0.002964,-0.209766,2,FAIL,
ret_10d,technical,-0.012839,-0.945678,3,FAIL,
ret_20d,technical,-0.026615,-1.911332,4,FAIL,
ret_5d,technical,-0.003513,-0.239417,3,FAIL,
ret_60d,technical,-0.009127,-0.58053,3,FAIL,
ret_vol_interaction_20d,composite,-0.027198,-1.988581,4,FAIL,
ret_vol_interaction_60d,composite,-0.008057,-0.517439,3,FAIL,
return_dispersion_20d,composite,-0.027952,-1.897086,4,FAIL,
revenue_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
revenue_revision_pct,analyst,,,0,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,,,0,FAIL,family_not_in_horizon
roe,fundamental,,,0,FAIL,family_not_in_horizon
rsi_14,technical,-0.022792,-1.848466,4,FAIL,
rsi_28,technical,-0.0233,-1.71399,4,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_rel_ret_5d,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_volume_surge,sector_rotation,,,0,FAIL,family_not_in_horizon
short_interest_abnormal_1y,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,0.001521,0.219211,1,FAIL,
short_sale_ratio_1d,shorting,,,0,FAIL,
short_sale_ratio_5d,shorting,-0.006037,-0.835515,2,FAIL,
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.014134,-1.200207,4,FAIL,
stoch_k,technical,-0.009565,-0.842611,3,FAIL,
stock_beta_252,technical,0.055623,2.850255,4,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,0.009078,2.022938,3,FAIL,
surprise_vs_history,earnings,0.00594,1.427064,4,FAIL,
target_dispersion_proxy,analyst_proxy,-0.102137,-2.490064,1,FAIL,
target_price_drift,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,0.000399,0.060692,2,FAIL,
trend_confirmation,composite,-0.012352,-1.135381,3,FAIL,
turnover_rate,technical,0.028905,2.46104,2,FAIL,
upgrade_count,analyst_proxy,-0.00769,-1.799517,2,FAIL,
valuation_spread_pb_pe,composite,0.001316,0.105947,3,FAIL,
value_mom_pb,composite,-0.015191,-0.994584,3,FAIL,
value_mom_pe,composite,-0.000731,-0.046488,2,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.058333,3.413566,5,FAIL,
vol_60d,technical,0.067972,3.694972,4,FAIL,
vol_change,technical,-0.000159,-0.01846,3,FAIL,
vol_rank,technical,0.058333,3.413566,5,FAIL,
vol_scaled_reversal_5d,technical,0.003707,0.294067,3,FAIL,
volume_curve_surprise,intraday,-0.001733,-0.283995,3,FAIL,
volume_ratio_20d,technical,0.002541,0.370576,3,FAIL,
volume_ratio_5d,technical,-0.012038,-2.102922,4,FAIL,
volume_surge,daily,-0.005879,-0.939834,4,FAIL,
vwap_deviation,technical,-0.015968,-1.475089,3,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
