feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
short_interest_abnormal_1y,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_1d,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_5d,shorting,,,0,FAIL,family_not_in_horizon
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.00437,-0.387057,0,FAIL,
stoch_k,technical,-0.006718,-0.589602,0,FAIL,
stock_beta_252,technical,0.025609,1.155731,0,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,,,0,FAIL,family_not_in_horizon
surprise_vs_history,earnings,,,0,FAIL,family_not_in_horizon
target_dispersion_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
target_price_drift,analyst_proxy,,,0,FAIL,family_not_in_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,-0.007523,-0.931134,0,FAIL,
trend_confirmation,composite,-0.005846,-0.523596,0,FAIL,
turnover_rate,technical,-0.004864,-0.620253,0,FAIL,
upgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
valuation_spread_pb_pe,composite,-0.005113,-0.68374,0,FAIL,
value_mom_pb,composite,-0.009326,-0.996425,0,FAIL,
value_mom_pe,composite,-0.006698,-0.760578,0,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.009147,0.651681,0,FAIL,
vol_60d,technical,0.013397,0.952211,0,FAIL,
vol_change,technical,-0.002666,-0.382143,0,FAIL,
vol_rank,technical,0.009147,0.651681,0,FAIL,
vol_scaled_reversal_5d,technical,0.001443,0.12589,0,FAIL,
volume_curve_surprise,intraday,-0.01305,-1.620609,0,FAIL,
volume_ratio_20d,technical,-0.010215,-1.98352,0,FAIL,
volume_ratio_5d,technical,-0.010629,-2.037149,0,FAIL,
volume_surge,daily,-0.00923,-1.640457,0,FAIL,
vwap_deviation,technical,-0.007879,-0.875857,0,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
