feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
insider_buy_value,insider,-0.040316,-6.72689,8,PASS,
insider_cluster_buy,insider,-0.028743,-4.75522,6,FAIL,
insider_cluster_buy_30d_w,insider,-0.012445,-1.942223,6,FAIL,
insider_net_buy_ratio,insider,-0.012799,-1.221135,5,FAIL,
insider_net_intensity_60d,insider,0.008819,1.447229,9,FAIL,
insider_role_skew_30d,insider,0.022282,3.38282,6,FAIL,
intraday_ret,intraday,,,0,FAIL,family_not_in_horizon
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,0.037529,4.643942,9,PASS,
liquidity_momentum,composite,-0.023206,-2.412589,9,PASS,
low_52w_ratio,technical,0.04344,4.539549,5,FAIL,
macd_histogram,technical,-0.02298,-2.696823,9,PASS,
macd_signal,technical,-0.003765,-0.451207,8,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,-0.034113,-4.439421,7,PASS,
market_ret_20d,macro,,,0,FAIL,
mean_reversion_combo,composite,-0.01249,-1.451277,6,FAIL,
mom_vol_adj_20d,composite,-0.018387,-2.003673,9,PASS,
mom_vol_adj_60d,composite,0.001848,0.197866,3,FAIL,
momentum_rank_20d,technical,-0.023802,-2.45987,9,PASS,
momentum_rank_60d,technical,-0.003005,-0.306818,8,FAIL,
narrow_leadership_score,composite,-0.006085,-0.582918,5,FAIL,
net_grade_change_20d,analyst_proxy,-0.015581,-1.888309,6,FAIL,
net_grade_change_5d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
net_grade_change_60d,analyst_proxy,-0.014906,-1.651222,7,FAIL,
obv_slope,technical,-0.01824,-2.245361,9,PASS,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
operating_margin,fundamental,-0.035751,-4.333319,7,PASS,
overnight_gap,daily,-0.012946,-1.479108,6,FAIL,
overnight_ret,intraday,,,0,FAIL,family_not_in_horizon
pb_ratio,fundamental,0.032852,3.712255,7,PASS,
pe_ratio,fundamental,-0.007213,-0.715373,7,FAIL,
pead_setup,earnings,0.006517,0.851814,4,FAIL,
profitability_combo,composite,0.004189,0.511143,5,FAIL,
ps_ratio,fundamental,-0.026393,-2.485515,7,PASS,
quality_value_roa_pe,composite,0.002381,0.224858,6,FAIL,
quality_value_roe_pb,composite,-0.033651,-3.715091,7,PASS,
realized_vol_1d,intraday,,,0,FAIL,family_not_in_horizon
recent_8k_count_20d,sec_filing,0.006899,0.991027,7,FAIL,
recent_8k_count_5d,sec_filing,0.005049,0.737212,6,FAIL,
recent_8k_count_60d,sec_filing,0.009812,1.307739,7,FAIL,
residual_momentum,technical,-0.006172,-0.537538,8,FAIL,
residual_ret_10d,technical,-0.023882,-2.324532,8,PASS,
residual_ret_5d,technical,-0.01373,-1.406445,8,FAIL,
ret_10d,technical,-0.023193,-2.335926,9,PASS,
ret_20d,technical,-0.023802,-2.45987,9,PASS,
ret_5d,technical,-0.015764,-1.673962,8,FAIL,
ret_60d,technical,-0.003005,-0.306818,8,FAIL,
ret_vol_interaction_20d,composite,-0.023206,-2.412589,9,PASS,
ret_vol_interaction_60d,composite,-0.005667,-0.583583,8,FAIL,
return_dispersion_20d,composite,-0.024884,-2.416014,9,PASS,
revenue_growth_yoy,fundamental,0.016051,1.733028,6,FAIL,
revenue_revision_pct,analyst,,,0,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,-0.019437,-2.200118,7,PASS,
roe,fundamental,0.011685,1.513987,6,FAIL,
rsi_14,technical,-0.022917,-2.424367,9,PASS,
rsi_28,technical,-0.016231,-1.689001,8,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,
sector_rel_ret_5d,sector_rotation,,,0,FAIL,
sector_volume_surge,sector_rotation,,,0,FAIL,
short_interest_abnormal_1y,short_interest,0.022607,2.970324,8,PASS,
short_interest_change,short_interest,0.001986,0.242003,6,FAIL,
short_interest_change_20d,short_interest,0.001986,0.242003,6,FAIL,
short_interest_ratio,short_interest,-0.004653,-0.616566,8,FAIL,
short_interest_sector_rel,short_interest,0.003641,0.484367,4,FAIL,
short_sale_accel,shorting,0.004099,0.406026,6,FAIL,
short_sale_ratio_1d,shorting,,,0,FAIL,feature_not_applicable_to_horizon
short_sale_ratio_5d,shorting,-0.039656,-3.160127,6,FAIL,
short_squeeze_setup,short_interest,0.007114,0.841637,6,FAIL,
sp500_breadth,macro,,,0,FAIL,
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.024341,-2.637219,9,PASS,
stoch_k,technical,-0.023939,-2.620657,8,PASS,
stock_beta_252,technical,0.074728,5.136228,7,PASS,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,
surprise_flip_qoq,earnings,0.021398,3.164999,8,PASS,
surprise_vs_history,earnings,0.011581,1.70587,8,FAIL,
target_dispersion_proxy,analyst_proxy,0.122443,3.387714,7,PASS,
target_price_drift,analyst_proxy,-0.080194,-1.206709,5,FAIL,
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,,,0,FAIL,family_not_in_horizon
trend_confirmation,composite,-0.024208,-2.781084,9,PASS,
turnover_rate,technical,-0.006145,-0.687481,6,FAIL,
upgrade_count,analyst_proxy,-0.000669,-0.08827,6,FAIL,
valuation_spread_pb_pe,composite,-0.003693,-0.375133,7,FAIL,
value_mom_pb,composite,-0.035974,-3.987406,7,PASS,
value_mom_pe,composite,0.001128,0.106461,6,FAIL,
vix,macro,,,0,FAIL,
vix_change_5d,macro,,,0,FAIL,
vix_rank,macro,,,0,FAIL,
vol_20d,technical,0.050827,4.689261,8,PASS,
vol_60d,technical,0.078108,6.55765,8,PASS,
vol_change,technical,-0.022904,-2.828008,6,FAIL,
vol_rank,technical,0.050827,4.689261,8,PASS,
vol_scaled_reversal_5d,technical,0.010517,1.146471,8,FAIL,
volume_curve_surprise,intraday,,,0,FAIL,family_not_in_horizon
volume_ratio_20d,technical,-0.018561,-2.727126,8,PASS,
volume_ratio_5d,technical,-0.007911,-1.095431,7,FAIL,
volume_surge,daily,-0.008236,-1.118254,7,FAIL,
vwap_deviation,technical,-0.005194,-0.621425,8,FAIL,
yield_10y,macro,,,0,FAIL,
yield_spread_10y2y,macro,,,0,FAIL,
