feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
quality_value_roe_pb,composite,-0.014701,-1.610002,5,FAIL,
realized_vol_1d,intraday,0.01935,1.170886,4,FAIL,
recent_8k_count_20d,sec_filing,-0.010746,-2.40172,4,FAIL,
recent_8k_count_5d,sec_filing,-0.006739,-1.634732,4,FAIL,
recent_8k_count_60d,sec_filing,-0.005961,-1.207838,3,FAIL,
residual_momentum,technical,-0.029977,-2.87232,6,FAIL,
residual_ret_10d,technical,-0.011502,-1.13261,6,FAIL,
residual_ret_5d,technical,-0.015039,-1.394838,5,FAIL,
ret_10d,technical,-0.011384,-0.989895,5,FAIL,
ret_20d,technical,-0.013908,-1.147277,3,FAIL,
ret_5d,technical,-0.014949,-1.199203,5,FAIL,
ret_60d,technical,-0.015291,-1.238504,5,FAIL,
ret_vol_interaction_20d,composite,-0.01487,-1.253379,3,FAIL,
ret_vol_interaction_60d,composite,-0.015837,-1.286681,6,FAIL,
return_dispersion_20d,composite,-0.014294,-1.136065,3,FAIL,
revenue_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
revenue_revision_pct,analyst,-0.538592,-2.4908,1,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,,,0,FAIL,family_not_in_horizon
roe,fundamental,,,0,FAIL,family_not_in_horizon
rsi_14,technical,-0.013991,-1.238665,4,FAIL,
rsi_28,technical,-0.011979,-0.990912,4,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_rel_ret_5d,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_volume_surge,sector_rotation,,,0,FAIL,family_not_in_horizon
short_interest_abnormal_1y,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,-0.002545,-0.581512,3,FAIL,
short_sale_ratio_1d,shorting,,,0,FAIL,
short_sale_ratio_5d,shorting,-0.018185,-2.97532,4,FAIL,
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.015052,-1.4256,5,FAIL,
stoch_k,technical,-0.016013,-1.526153,5,FAIL,
stock_beta_252,technical,0.028271,1.312564,3,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,0.004711,1.121665,2,FAIL,
surprise_vs_history,earnings,0.007864,1.673611,4,FAIL,
target_dispersion_proxy,analyst_proxy,0.01545,1.014755,4,FAIL,
target_price_drift,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,0.004388,0.739767,4,FAIL,
trend_confirmation,composite,-0.017447,-1.735497,5,FAIL,
turnover_rate,technical,-0.007558,-0.698616,5,FAIL,
upgrade_count,analyst_proxy,0.003306,0.783645,4,FAIL,
valuation_spread_pb_pe,composite,-0.000695,-0.083893,3,FAIL,
value_mom_pb,composite,-0.015913,-1.776386,5,FAIL,
value_mom_pe,composite,-0.001622,-0.155777,2,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.031275,1.965735,4,FAIL,
vol_60d,technical,0.029296,1.67562,4,FAIL,
vol_change,technical,0.003806,0.587409,4,FAIL,
vol_rank,technical,0.031275,1.965735,4,FAIL,
vol_scaled_reversal_5d,technical,0.013312,1.201307,5,FAIL,
volume_curve_surprise,intraday,0.006063,1.018599,3,FAIL,
volume_ratio_20d,technical,-0.001487,-0.257777,3,FAIL,
volume_ratio_5d,technical,0.002329,0.405534,2,FAIL,
volume_surge,daily,0.008058,1.405213,5,FAIL,
vwap_deviation,technical,0.010793,1.01623,4,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
