feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
market_ret_20d,macro,,,0,FAIL,family_not_in_horizon
mean_reversion_combo,composite,-0.021954,-1.86334,4,FAIL,
mom_vol_adj_20d,composite,-0.018231,-1.437152,5,FAIL,
mom_vol_adj_60d,composite,0.002057,0.148374,4,FAIL,
momentum_rank_20d,technical,-0.016089,-1.17623,4,FAIL,
momentum_rank_60d,technical,0.000669,0.045591,4,FAIL,
narrow_leadership_score,composite,0.001753,0.121552,3,FAIL,
net_grade_change_20d,analyst_proxy,,,0,FAIL,family_not_in_horizon
net_grade_change_5d,analyst_proxy,,,0,FAIL,family_not_in_horizon
net_grade_change_60d,analyst_proxy,,,0,FAIL,family_not_in_horizon
obv_slope,technical,-0.011464,-1.306235,5,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,0.005022,0.397002,4,FAIL,
operating_margin,fundamental,,,0,FAIL,family_not_in_horizon
overnight_gap,daily,-0.021484,-1.628326,4,FAIL,
overnight_ret,intraday,0.011439,2.846608,5,FAIL,
pb_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pe_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pead_setup,earnings,,,0,FAIL,family_not_in_horizon
profitability_combo,composite,0.011356,1.602869,5,FAIL,
ps_ratio,fundamental,,,0,FAIL,family_not_in_horizon
quality_value_roa_pe,composite,-0.003917,-0.392881,3,FAIL,
quality_value_roe_pb,composite,-0.012954,-1.423071,4,FAIL,
realized_vol_1d,intraday,0.002871,0.151266,2,FAIL,
recent_8k_count_20d,sec_filing,,,0,FAIL,family_not_in_horizon
recent_8k_count_5d,sec_filing,,,0,FAIL,family_not_in_horizon
recent_8k_count_60d,sec_filing,,,0,FAIL,family_not_in_horizon
residual_momentum,technical,-0.001872,-0.152959,3,FAIL,
residual_ret_10d,technical,-0.016654,-1.287907,3,FAIL,
residual_ret_5d,technical,-0.023137,-1.741198,5,FAIL,
ret_10d,technical,-0.014233,-1.04948,4,FAIL,
ret_20d,technical,-0.016089,-1.17623,4,FAIL,
ret_5d,technical,-0.030701,-2.203641,5,FAIL,
ret_60d,technical,0.000669,0.045591,4,FAIL,
ret_vol_interaction_20d,composite,-0.015872,-1.180482,4,FAIL,
ret_vol_interaction_60d,composite,0.000902,0.06172,5,FAIL,
return_dispersion_20d,composite,-0.019552,-1.363533,6,FAIL,
revenue_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
revenue_revision_pct,analyst,,,0,FAIL,family_not_in_horizon
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,,,0,FAIL,family_not_in_horizon
roe,fundamental,,,0,FAIL,family_not_in_horizon
rsi_14,technical,-0.019355,-1.389945,4,FAIL,
rsi_28,technical,-0.011466,-0.80122,3,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_rel_ret_5d,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_volume_surge,sector_rotation,,,0,FAIL,family_not_in_horizon
short_interest_abnormal_1y,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_1d,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_5d,shorting,,,0,FAIL,family_not_in_horizon
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.018258,-1.455833,4,FAIL,
stoch_k,technical,-0.019115,-1.541621,4,FAIL,
stock_beta_252,technical,0.006582,0.304122,3,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,,,0,FAIL,family_not_in_horizon
surprise_vs_history,earnings,,,0,FAIL,family_not_in_horizon
target_dispersion_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
target_price_drift,analyst_proxy,,,0,FAIL,family_not_in_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,-0.004483,-0.697455,4,FAIL,
trend_confirmation,composite,-0.025539,-2.217282,4,FAIL,
turnover_rate,technical,-0.001882,-0.171043,3,FAIL,
upgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
valuation_spread_pb_pe,composite,0.00115,0.14088,4,FAIL,
value_mom_pb,composite,-0.013007,-1.442381,5,FAIL,
value_mom_pe,composite,-0.004071,-0.409346,3,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.002837,0.166155,1,FAIL,
vol_60d,technical,0.003899,0.206675,3,FAIL,
vol_change,technical,-0.011864,-1.678094,4,FAIL,
vol_rank,technical,0.002837,0.166155,1,FAIL,
vol_scaled_reversal_5d,technical,0.025356,1.950558,5,FAIL,
volume_curve_surprise,intraday,-0.003445,-0.555596,4,FAIL,
volume_ratio_20d,technical,-0.011273,-1.892862,5,FAIL,
volume_ratio_5d,technical,-0.004187,-0.737897,3,FAIL,
volume_surge,daily,-0.005233,-0.876073,4,FAIL,
vwap_deviation,technical,-0.015397,-1.386137,4,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
