feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
ev_ebitda,fundamental,0.022598,2.239937,5,FAIL,
fcf_mom_20d,composite,-0.014864,-1.892479,5,FAIL,
fcf_yield,fundamental,-0.022361,-2.313533,4,FAIL,
ffr,macro,,,0,FAIL,
filing_burst_20d,sec_filing,0.007042,1.277449,4,FAIL,
financial_health_trend,analyst_proxy,0.0002,0.053945,3,FAIL,
gap_pct,intraday,,,0,FAIL,family_not_in_horizon
gk_vol,technical,0.043427,2.892244,4,FAIL,
gross_margin,fundamental,0.000587,0.071291,2,FAIL,
has_recent_8k_5d,sec_filing,-0.003236,-0.749868,3,FAIL,
high_52w_ratio,technical,-0.002052,-0.163358,2,FAIL,
high_vix_x_beta,composite,0.002461,0.075494,3,FAIL,
idio_vol,technical,0.02595,2.297696,4,FAIL,
insider_abnormal_buy_90d,insider,-0.012912,-2.395061,3,FAIL,
insider_buy_intensity_20d,insider,-0.009872,-2.237371,3,FAIL,
insider_buy_value,insider,-0.03716,-7.491814,4,FAIL,
insider_cluster_buy,insider,-0.033851,-8.333122,5,FAIL,
insider_cluster_buy_30d_w,insider,-0.021247,-4.967195,4,FAIL,
insider_net_buy_ratio,insider,-0.014765,-4.149883,5,FAIL,
insider_net_intensity_60d,insider,0.01716,3.201116,4,FAIL,
insider_role_skew_30d,insider,0.021422,4.099743,4,FAIL,
intraday_ret,intraday,,,0,FAIL,family_not_in_horizon
large_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
last_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
late_day_aggressiveness,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
leverage_vol_20d,composite,-0.018041,-3.149976,5,FAIL,
liquidity_momentum,composite,-0.020744,-1.944349,4,FAIL,
low_52w_ratio,technical,0.043144,3.98865,5,FAIL,
macd_histogram,technical,-0.010212,-1.21474,4,FAIL,
macd_signal,technical,-0.028948,-2.873697,5,FAIL,
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.013144,1.809007,2,FAIL,
market_ret_20d,macro,,,0,FAIL,
mean_reversion_combo,composite,-0.012666,-1.433259,4,FAIL,
mom_vol_adj_20d,composite,-0.020413,-1.94106,5,FAIL,
mom_vol_adj_60d,composite,-0.018893,-1.923151,5,FAIL,
momentum_rank_20d,technical,-0.019795,-1.812921,4,FAIL,
momentum_rank_60d,technical,-0.018407,-1.739721,5,FAIL,
narrow_leadership_score,composite,0.016134,1.417829,5,FAIL,
net_grade_change_20d,analyst_proxy,-0.006943,-1.547581,5,FAIL,
net_grade_change_5d,analyst_proxy,,,0,FAIL,feature_not_applicable_to_horizon
net_grade_change_60d,analyst_proxy,-0.006521,-1.516231,4,FAIL,
obv_slope,technical,-0.021327,-2.6004,5,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,,,0,FAIL,family_not_in_horizon
operating_margin,fundamental,-0.004254,-0.678594,4,FAIL,
overnight_gap,daily,-0.010502,-0.946838,4,FAIL,
overnight_ret,intraday,,,0,FAIL,family_not_in_horizon
pb_ratio,fundamental,0.032311,4.36792,6,FAIL,
pe_ratio,fundamental,0.011339,1.262836,5,FAIL,
pead_setup,earnings,-0.012788,-1.867615,4,FAIL,
profitability_combo,composite,0.026185,4.744272,4,FAIL,
ps_ratio,fundamental,0.011204,1.206617,4,FAIL,
quality_value_roa_pe,composite,-0.01097,-1.258972,5,FAIL,
quality_value_roe_pb,composite,-0.033518,-4.48719,6,FAIL,
realized_vol_1d,intraday,,,0,FAIL,family_not_in_horizon
recent_8k_count_20d,sec_filing,-0.003975,-0.880452,3,FAIL,
recent_8k_count_5d,sec_filing,-0.002503,-0.573211,2,FAIL,
recent_8k_count_60d,sec_filing,-0.001215,-0.271216,2,FAIL,
residual_momentum,technical,-0.045887,-5.072989,5,FAIL,
residual_ret_10d,technical,-0.007014,-0.724144,3,FAIL,
residual_ret_5d,technical,-0.004105,-0.436424,2,FAIL,
ret_10d,technical,-0.01282,-1.200749,4,FAIL,
ret_20d,technical,-0.019795,-1.812921,4,FAIL,
ret_5d,technical,-0.012075,-1.169178,5,FAIL,
ret_60d,technical,-0.018407,-1.739721,5,FAIL,
ret_vol_interaction_20d,composite,-0.020744,-1.944349,4,FAIL,
ret_vol_interaction_60d,composite,-0.019899,-1.903877,5,FAIL,
return_dispersion_20d,composite,-0.021587,-1.906978,4,FAIL,
revenue_growth_yoy,fundamental,0.022928,2.544223,3,FAIL,
revenue_revision_pct,analyst,-0.360925,-1.828569,1,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,0.030403,4.517507,4,FAIL,
roe,fundamental,0.0241,4.637387,4,FAIL,
rsi_14,technical,-0.021643,-2.04984,5,FAIL,
rsi_28,technical,-0.02033,-1.940234,5,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,
sector_rel_ret_5d,sector_rotation,,,0,FAIL,
sector_volume_surge,sector_rotation,,,0,FAIL,
short_interest_abnormal_1y,short_interest,-0.014053,-3.1188,2,FAIL,
short_interest_change,short_interest,0.000645,0.153892,3,FAIL,
short_interest_change_20d,short_interest,0.000645,0.153892,3,FAIL,
short_interest_ratio,short_interest,-0.041127,-9.120542,6,FAIL,
short_interest_sector_rel,short_interest,-0.033425,-9.085479,6,FAIL,
short_sale_accel,shorting,-0.002785,-0.67191,5,FAIL,
short_sale_ratio_1d,shorting,,,0,FAIL,feature_not_applicable_to_horizon
short_sale_ratio_5d,shorting,-0.028502,-5.043456,5,FAIL,
short_squeeze_setup,short_interest,-0.013981,-3.091078,4,FAIL,
sp500_breadth,macro,,,0,FAIL,
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.023917,-2.410022,4,FAIL,
stoch_k,technical,-0.015145,-1.56866,4,FAIL,
stock_beta_252,technical,0.048959,2.442942,3,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,
surprise_flip_qoq,earnings,-0.005923,-1.688046,4,FAIL,
surprise_vs_history,earnings,-0.001095,-0.269516,3,FAIL,
target_dispersion_proxy,analyst_proxy,0.011457,0.785971,3,FAIL,
target_price_drift,analyst_proxy,-0.089178,-2.368973,6,FAIL,
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,,,0,FAIL,family_not_in_horizon
trend_confirmation,composite,-0.014133,-1.602281,4,FAIL,
turnover_rate,technical,-0.024856,-2.809071,5,FAIL,
upgrade_count,analyst_proxy,-0.003647,-0.892165,3,FAIL,
valuation_spread_pb_pe,composite,-0.010383,-1.473686,4,FAIL,
value_mom_pb,composite,-0.035226,-4.89886,6,FAIL,
value_mom_pe,composite,-0.012561,-1.453722,5,FAIL,
vix,macro,,,0,FAIL,
vix_change_5d,macro,,,0,FAIL,
vix_rank,macro,,,0,FAIL,
vol_20d,technical,0.045744,3.362351,4,FAIL,
vol_60d,technical,0.052181,3.382281,3,FAIL,
vol_change,technical,0.014237,2.25872,4,FAIL,
vol_rank,technical,0.045744,3.362351,4,FAIL,
vol_scaled_reversal_5d,technical,0.009911,1.02489,5,FAIL,
volume_curve_surprise,intraday,,,0,FAIL,family_not_in_horizon
volume_ratio_20d,technical,0.000803,0.128339,3,FAIL,
volume_ratio_5d,technical,-0.001398,-0.242923,3,FAIL,
volume_surge,daily,0.001075,0.192251,4,FAIL,
vwap_deviation,technical,0.017879,2.206116,5,FAIL,
yield_10y,macro,,,0,FAIL,
yield_spread_10y2y,macro,,,0,FAIL,
