feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
macro_risk_on,composite,,,0,FAIL,
margin_quality_combo,composite,0.008036,0.9394,3,FAIL,
market_ret_20d,macro,,,0,FAIL,family_not_in_horizon
mean_reversion_combo,composite,-0.022032,-1.891767,5,FAIL,
mom_vol_adj_20d,composite,-0.014839,-1.111907,4,FAIL,
mom_vol_adj_60d,composite,-0.003934,-0.268118,3,FAIL,
momentum_rank_20d,technical,-0.01689,-1.184665,4,FAIL,
momentum_rank_60d,technical,-0.007492,-0.48668,4,FAIL,
narrow_leadership_score,composite,0.013426,0.898535,4,FAIL,
net_grade_change_20d,analyst_proxy,,,0,FAIL,family_not_in_horizon
net_grade_change_5d,analyst_proxy,,,0,FAIL,family_not_in_horizon
net_grade_change_60d,analyst_proxy,,,0,FAIL,family_not_in_horizon
obv_slope,technical,-0.008152,-0.813752,4,FAIL,
off_exchange_volume_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
offhours_trade_ratio,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
open_30m_ret,intraday,-0.010296,-0.852843,4,FAIL,
operating_margin,fundamental,,,0,FAIL,family_not_in_horizon
overnight_gap,daily,-0.020003,-1.355755,4,FAIL,
overnight_ret,intraday,0.010263,2.64724,5,FAIL,
pb_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pe_ratio,fundamental,,,0,FAIL,family_not_in_horizon
pead_setup,earnings,-0.00199,-0.255177,1,FAIL,
profitability_combo,composite,0.00205,0.245286,3,FAIL,
ps_ratio,fundamental,,,0,FAIL,family_not_in_horizon
quality_value_roa_pe,composite,0.001927,0.1415,2,FAIL,
quality_value_roe_pb,composite,-0.005104,-0.411001,4,FAIL,
realized_vol_1d,intraday,0.016766,0.840136,4,FAIL,
recent_8k_count_20d,sec_filing,,,0,FAIL,family_not_in_horizon
recent_8k_count_5d,sec_filing,,,0,FAIL,family_not_in_horizon
recent_8k_count_60d,sec_filing,,,0,FAIL,family_not_in_horizon
residual_momentum,technical,-0.013524,-1.05843,5,FAIL,
residual_ret_10d,technical,-0.019695,-1.595692,4,FAIL,
residual_ret_5d,technical,-0.017618,-1.473912,4,FAIL,
ret_10d,technical,-0.026113,-1.904581,5,FAIL,
ret_20d,technical,-0.01689,-1.184665,4,FAIL,
ret_5d,technical,-0.01921,-1.449501,4,FAIL,
ret_60d,technical,-0.007492,-0.48668,4,FAIL,
ret_vol_interaction_20d,composite,-0.017983,-1.279114,4,FAIL,
ret_vol_interaction_60d,composite,-0.00739,-0.483946,4,FAIL,
return_dispersion_20d,composite,-0.020395,-1.372092,4,FAIL,
revenue_growth_yoy,fundamental,,,0,FAIL,family_not_in_horizon
revenue_revision_pct,analyst,,,0,FAIL,family_not_in_horizon
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,,,0,FAIL,family_not_in_horizon
roe,fundamental,,,0,FAIL,family_not_in_horizon
rsi_14,technical,-0.016488,-1.203351,5,FAIL,
rsi_28,technical,-0.010076,-0.69104,4,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_rel_ret_5d,sector_rotation,,,0,FAIL,family_not_in_horizon
sector_volume_surge,sector_rotation,,,0,FAIL,family_not_in_horizon
short_interest_abnormal_1y,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_change_20d,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_ratio,short_interest,,,0,FAIL,family_not_in_horizon
short_interest_sector_rel,short_interest,,,0,FAIL,family_not_in_horizon
short_sale_accel,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_1d,shorting,,,0,FAIL,family_not_in_horizon
short_sale_ratio_5d,shorting,,,0,FAIL,family_not_in_horizon
short_squeeze_setup,short_interest,,,0,FAIL,family_not_in_horizon
sp500_breadth,macro,,,0,FAIL,family_not_in_horizon
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.020698,-1.557602,4,FAIL,
stoch_k,technical,-0.023516,-1.92966,5,FAIL,
stock_beta_252,technical,0.02377,0.932932,4,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,family_not_in_horizon
surprise_flip_qoq,earnings,0.004157,0.844185,3,FAIL,
surprise_vs_history,earnings,0.00592,1.024077,3,FAIL,
target_dispersion_proxy,analyst_proxy,,,0,FAIL,family_not_in_horizon
target_price_drift,analyst_proxy,,,0,FAIL,family_not_in_horizon
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,-0.00065,-0.098804,3,FAIL,
trend_confirmation,composite,-0.031673,-2.469245,5,FAIL,
turnover_rate,technical,0.000695,0.052817,2,FAIL,
upgrade_count,analyst_proxy,,,0,FAIL,family_not_in_horizon
valuation_spread_pb_pe,composite,0.003653,0.346417,2,FAIL,
value_mom_pb,composite,-0.005199,-0.4379,4,FAIL,
value_mom_pe,composite,0.00141,0.103895,2,FAIL,
vix,macro,,,0,FAIL,family_not_in_horizon
vix_change_5d,macro,,,0,FAIL,family_not_in_horizon
vix_rank,macro,,,0,FAIL,family_not_in_horizon
vol_20d,technical,0.018844,1.016518,4,FAIL,
vol_60d,technical,0.015435,0.755747,4,FAIL,
vol_change,technical,0.007988,1.081774,4,FAIL,
vol_rank,technical,0.018844,1.016518,4,FAIL,
vol_scaled_reversal_5d,technical,0.014251,1.173973,4,FAIL,
volume_curve_surprise,intraday,-0.001241,-0.200633,3,FAIL,
volume_ratio_20d,technical,-0.007367,-0.992208,4,FAIL,
volume_ratio_5d,technical,-0.006064,-0.990214,3,FAIL,
volume_surge,daily,0.00237,0.359744,3,FAIL,
vwap_deviation,technical,-0.014244,-1.304415,3,FAIL,
yield_10y,macro,,,0,FAIL,family_not_in_horizon
yield_spread_10y2y,macro,,,0,FAIL,family_not_in_horizon
