feature,family,mean_ic,t_stat,sign_consistent_windows,status,excluded_reason
ret_10d,technical,0.000396,0.029219,2,FAIL,
ret_20d,technical,-0.006208,-0.444312,3,FAIL,
ret_5d,technical,0.003216,0.260875,2,FAIL,
ret_60d,technical,-0.00371,-0.29265,3,FAIL,
ret_vol_interaction_20d,composite,-0.007121,-0.51987,3,FAIL,
ret_vol_interaction_60d,composite,-0.004109,-0.330759,3,FAIL,
return_dispersion_20d,composite,-0.006149,-0.423852,3,FAIL,
revenue_growth_yoy,fundamental,0.052561,5.173656,3,FAIL,
revenue_revision_pct,analyst,-0.807982,-6.124353,1,FAIL,
risk_sentiment,composite,,,0,FAIL,
roa,fundamental,0.011408,1.462962,3,FAIL,
roe,fundamental,0.015043,2.498977,3,FAIL,
rsi_14,technical,-0.004409,-0.324034,3,FAIL,
rsi_28,technical,-0.00102,-0.077146,4,FAIL,
sector_pressure,sector_rotation,,,0,FAIL,
sector_pressure_x_divergence,sector_rotation,,,0,FAIL,
sector_rel_ret_5d,sector_rotation,,,0,FAIL,
sector_volume_surge,sector_rotation,,,0,FAIL,
short_interest_abnormal_1y,short_interest,-0.010823,-2.003631,1,FAIL,
short_interest_change,short_interest,-0.002621,-0.469293,3,FAIL,
short_interest_change_20d,short_interest,-0.002621,-0.469293,3,FAIL,
short_interest_ratio,short_interest,-0.038832,-6.516162,4,FAIL,
short_interest_sector_rel,short_interest,-0.035056,-7.098498,4,FAIL,
short_squeeze_setup,short_interest,-0.017579,-3.14821,3,FAIL,
sp500_breadth,macro,,,0,FAIL,
spread_stress,composite,,,0,FAIL,
stoch_d,technical,-0.0052,-0.420489,3,FAIL,
stoch_k,technical,0.001179,0.098287,2,FAIL,
stock_beta_252,technical,0.043374,1.755513,2,FAIL,
stock_vs_sector_20d,sector_rotation,,,0,FAIL,
surprise_flip_qoq,earnings,-0.000967,-0.214863,2,FAIL,
surprise_vs_history,earnings,0.00948,2.219869,4,FAIL,
trade_imbalance_proxy,trade_microstructure,,,0,FAIL,sample_disabled_pipeline
transactions_count_zscore,intraday,,,0,FAIL,family_not_in_horizon
trend_confirmation,composite,-0.001149,-0.10889,3,FAIL,
turnover_rate,technical,-0.04157,-3.759007,5,FAIL,
valuation_spread_pb_pe,composite,-0.007543,-1.047144,4,FAIL,
value_mom_pb,composite,-0.04014,-4.958039,5,FAIL,
value_mom_pe,composite,-0.009899,-1.035638,4,FAIL,
vix,macro,,,0,FAIL,
vix_change_5d,macro,,,0,FAIL,
vix_rank,macro,,,0,FAIL,
vol_20d,technical,0.030551,1.857075,2,FAIL,
vol_60d,technical,0.042716,2.25894,2,FAIL,
vol_change,technical,-0.001108,-0.150067,2,FAIL,
vol_rank,technical,0.030551,1.857075,2,FAIL,
vol_scaled_reversal_5d,technical,-0.003683,-0.314531,3,FAIL,
volume_curve_surprise,intraday,,,0,FAIL,family_not_in_horizon
volume_ratio_20d,technical,-0.01449,-2.262728,2,FAIL,
volume_ratio_5d,technical,-0.005825,-0.902703,3,FAIL,
volume_surge,daily,0.002479,0.399869,3,FAIL,
vwap_deviation,technical,0.008775,0.970881,3,FAIL,
yield_10y,macro,,,0,FAIL,
yield_spread_10y2y,macro,,,0,FAIL,
